song_id,artist_name,genre,release_year,duration_seconds,tempo,energy,danceability,valence,acousticness,popularity,listen_count,user_age
50,Artist H,Indie,2007,220,91,0.5223852882401345,0.6030204106435141,0.3619978817423317,0.40217631207398336,1,32821,16
51,Artist C,Hip-Hop,1991,127,129,0.7876797403545016,0.5708769442747376,0.195809705455401,0.18577015611745384,6,76039,57
52,Artist A,Jazz,2005,172,114,0.8683491464303152,0.4148976308197043,0.812421824591916,0.7196596586196549,81,61535,15
53,Artist D,R&B,2022,179,112,0.8916006382937227,0.2681345553197774,0.574873962843239,0.30711297709856916,90,85458,50
54,Artist B,Classical,1993,227,112,0.752026911155365,0.6029439173556799,0.6432818553155917,0.4348422888911909,33,13175,40
55,Artist H,Indie,2022,124,140,0.5257557513185495,0.512184620542276,0.7313369908858707,0.7251776887716376,90,55771,43
56,Artist D,Country,2003,222,130,0.35010043001920127,0.6633910350413836,0.4987537591432458,0.4993903967311937,16,87925,35
57,Artist B,Pop,2010,125,122,0.7662881495564622,0.5120981006671961,0.16953623046993896,0.09351843256669126,42,67358,25
58,Artist F,Hip-Hop,2009,228,91,0.6350425498414831,0.7113089001911241,0.5296852334548382,0.7518656988907801,58,18327,54
59,Artist F,Folk,1997,235,146,0.5545332055481857,0.5311441032646913,0.5694728944167033,0.5021664424571343,50,48057,25
60,Artist J,Classical,1996,213,144,0.8438126310568417,0.5365627829212318,0.696351579347464,0.2679244917256689,53,7150,50
61,Artist D,R&B,1992,166,112,0.3667184893836908,0.7259921615950071,0.44532763698374356,0.1114176581307098,23,5425,53
62,Artist F,Classical,2006,218,119,0.5955750625745155,0.44208971972743827,0.20206424223645103,0.6352201514162368,24,17032,54
63,Artist B,Indie,2022,174,153,0.3068121868604514,0.28040913707038445,0.3270207246389796,0.4960582047428108,70,3198,49
64,Artist J,Electronic,2001,287,122,0.5811963851964759,0.2172696057880034,0.39046583711890814,0.42676887358105725,51,61500,48
65,Artist B,Pop,2011,171,123,0.33378196540910243,0.6530823534041714,0.616733793065281,0.7151140664407661,69,54394,38
66,Artist J,Pop,2011,263,108,0.37129074976084314,0.5721857308120788,0.5566226437351295,0.6308777689796247,87,21079,36
67,Artist D,Folk,2019,132,92,0.3705157480662629,0.6224478608595343,0.38487738071827704,0.12133990378620095,32,37220,19
68,Artist H,Electronic,1997,233,91,0.6895261812696382,0.32777849690534644,0.8892121990343838,0.2493776542364386,48,42874,47
69,Artist G,Jazz,2016,243,174,0.747626927559254,0.2818228853520619,0.5846198554855098,0.19879131185157262,28,14859,50
70,Artist I,Rock,2016,225,125,0.6500212590582959,0.20872679940072916,0.2897814333887956,0.5951570340581416,62,51460,34
71,Artist H,Hip-Hop,2023,277,81,0.8773035290847253,0.4103525352839582,0.181425978096323,0.026825947788623506,21,32419,33
72,Artist E,Pop,2010,266,114,0.5249223477142224,0.55395061211278,0.22228731134746563,0.45591174789705324,25,9705,49
73,Artist B,Country,2019,264,166,0.4714272517691165,0.43534642705983945,0.2967661827076065,0.6099669485925525,27,43880,57
74,Artist E,Pop,2022,239,160,0.8211594769136763,0.4624849532142375,0.22854509860764455,0.7014125094093996,84,24236,31
75,Artist H,Classical,2017,182,169,0.43415750311167156,0.7424952166962491,0.2492536192410446,0.27366539897272596,48,88955,59
76,Artist J,Pop,2022,138,87,0.8779335236643668,0.40895328021398025,0.3280761349550777,0.6570058437376103,70,86514,57
77,Artist I,Pop,1994,211,172,0.30729268481388977,0.5083936934958866,0.23869887623580388,0.08850538956416579,80,16358,48
78,Artist I,Rock,2008,177,105,0.8819272960245834,0.670191807644686,0.8174123397011401,0.6771618333876146,83,95914,23
79,Artist A,Rock,1993,209,153,0.32589594717034565,0.4379256693927621,0.1641869965293138,0.10199092986558594,48,77918,40
80,Artist I,R&B,2006,236,169,0.8346858682188427,0.5732520201367242,0.5196091116562037,0.3178298324482938,19,15596,16
81,Artist G,Jazz,2017,181,113,0.61662066545178,0.7174182252480472,0.42831746159172923,0.6378362926236429,85,34572,23
82,Artist I,Country,2019,142,86,0.8957788776715803,0.7697123741945853,0.8859028935268851,0.11993394187901903,91,79757,23
83,Artist H,Pop,2018,246,147,0.3442779388412393,0.2882440885574228,0.18963112173444188,0.1834011161861132,62,2279,54
84,Artist A,Pop,1995,256,137,0.6323125706407925,0.7559525750968967,0.4182844792365933,0.577802054714453,60,64197,31
85,Artist H,Hip-Hop,2013,259,154,0.8815815213714595,0.49526977584772297,0.8755763466202952,0.5760292292368595,48,63516,15
86,Artist H,Rock,2018,248,108,0.6138587065020893,0.354946632979375,0.7924057007151842,0.5129181063082379,70,8083,39
87,Artist C,Country,2020,177,115,0.6776391828811575,0.47548145374295686,0.753657656759424,0.55515875557368,0,18771,57
88,Artist A,Folk,2022,241,168,0.7174492133907704,0.7880195451712864,0.3063222616359519,0.43417955467807695,95,30975,54
89,Artist H,R&B,2010,120,100,0.5727246388606639,0.4955708563957218,0.23671006991205268,0.20143924712556222,12,46648,56
90,Artist C,Jazz,2021,153,115,0.6765348480504381,0.397250966172505,0.6349145759395448,0.27655679480313555,93,49285,39
91,Artist C,Electronic,2012,215,89,0.6505885871538601,0.5800405125900355,0.8435007913020687,0.14527817344114055,86,20063,53
92,Artist A,Jazz,2022,245,152,0.8406948062945934,0.3440873712669159,0.5454103144111438,0.7267604490669027,50,68642,49
93,Artist E,Classical,1992,237,103,0.3272678282048747,0.24551799686519837,0.5572901515759199,0.46671343581289637,55,91093,17
94,Artist J,Pop,2007,167,143,0.4685779137553382,0.27732783314638954,0.3239832749282273,0.3206811334109119,82,87143,51
95,Artist G,R&B,2014,208,178,0.8702468904459353,0.2768275033746635,0.7155943465535496,0.36960464291530615,61,38599,58
96,Artist J,Classical,2020,236,128,0.8341582703345498,0.29114161610737666,0.2496349988460187,0.7578266716894523,31,52920,58
97,Artist I,Country,1992,248,178,0.5733940516714278,0.2832963035896461,0.35894338912339496,0.12268112249286417,29,29529,44
98,Artist G,Electronic,2013,135,115,0.6720795586809221,0.5845248468819289,0.4403491508931334,0.4689838656134378,28,36954,52
99,Artist I,Rock,2021,188,161,0.4664287097886796,0.3091280506394869,0.506088302947564,0.40471094310757283,48,28856,48
100,Artist H,R&B,2011,141,175,0.4128726958342568,0.40740036999431795,0.2939277859320642,0.4891633883477183,44,3573,26
